 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 1059 819 13 4 ZTF_r 819280915115 0 2.4348 204.514 6.05576 26.0537 1.75888e-05 0.0300591 0.11098 2.45402e-05 363 30. 0.069678 0.061067 20.1725 26.0537 2 2458573.7809144 819120251 -55.5391576936 39.920410 -1.547601 1.128852 -84.87037911366 66.731148 -1.280391 1.072045 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1060 819 13 4 ZTF_r 819281815115 0 2.7397 204.775 6.05627 26.0518 1.86431e-05 0.0308029 0.113747 2.59776e-05 363 30. 0.072976 0.066823 20.0328 26.0518 3 2458573.7818171 819120251 -24.05837178344 44.509548 -0.601268 1.117392 -68.6252450264 70.515739 -0.979745 1.075476 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1061 820 16 4 ZTF_r 819283206315 0 3.143 192.994 5.38252 26.0512 2.1595e-05 0.0343702 0.124117 2.93972e-05 385 30. 0.079915 0.070151 20.0423 26.0512 2 2458573.783206 820120263 45.75820857179 51.240826 0.993362 1.283000 120.02903057323 74.926956 1.612736 1.108089 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1062 819 13 4 ZTF_g 819302405115 0 3.659 120.659 4.59337 26.1484 3.64532e-05 0.0413395 -0.0465252 5.82682e-05 319 30. 0.081767 0.068819 20.147 26.1484 2 2458573.8024074 819120151 -29.99106676436 43.516460 -0.766643 1.065137 -26.98248640165 58.741959 -0.462433 1.125657 null null null null null 2458202.760613 2458233.738958 57
 1063 820 16 4 ZTF_g 819305676315 0 2.5674 106.79 4.14627 26.1493 2.26203e-05 0.0353052 -0.0566625 3.1446e-05 383 30. 0.069964 0.061604 20.6052 26.1493 2 2458573.8056713 820120163 -67.94830404346 30.432446 -2.483685 1.072125 -120.70980154159 49.075871 -2.476223 1.086518 null null null null null 2458202.784919 2458244.747847 57
 1064 820 16 4 ZTF_g 819328156315 0 2.7072 105.82 4.14341 26.1455 2.3676e-05 0.0362632 -0.0502236 3.31982e-05 380 30. 0.072715 0.067497 20.5592 26.1455 2 2458573.8281597 820120163 -83.66778875428 33.933434 -2.742744 1.155532 -116.68621860417 53.015980 -2.215787 1.092272 null null null null null 2458202.784919 2458244.747847 57
 1065 820 16 3 ZTF_g 819328156215 0 2.7465 161.276 4.45722 26.0974 2.40624e-05 0.0352352 -0.0472316 3.60659e-05 334 30. 0.073912 0.062973 20.4198 26.0974 2 2458573.8281597 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1066 819 13 4 ZTF_g 819329545115 0 2.6762 119.656 4.56519 26.145 2.75075e-05 0.0373707 -0.0598659 3.94983e-05 354 30. 0.069121 0.062478 20.466 26.145 2 2458573.8295486 819120151 -8.45195682231 32.040955 -0.293431 1.128138 -55.53482476005 50.888596 -1.098652 1.089615 null null null null null 2458202.760613 2458233.738958 57
 1067 820 16 4 ZTF_g 819367606315 0 2.3549 106.058 4.19534 26.1364 1.90792e-05 0.0325788 -0.0517912 2.64424e-05 384 30. 0.065203 0.058843 20.66 26.1364 2 2458573.8676042 820120163 -12.2469559804 29.862574 -0.456200 1.105203 -41.00941324234 49.950558 -0.826530 1.080067 null null null null null 2458202.784919 2458244.747847 57
 1068 820 16 3 ZTF_g 819367606215 0 2.4396 159.913 4.52898 26.089 1.83753e-05 0.0309096 -0.0530409 2.74141e-05 336 30. 0.067964 0.061172 20.498 26.089 2 2458573.8676042 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1069 1851 7 4 ZTF_r 820243882715 33554432 1.6246 24.6544 10.0964 23.3378 0.000269956 0.0567354 0.125175 0.000509371 103 30. 0.066369 0.053359 17.1422 23.3378 1 2458574.7438889 1851120227 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458448.976204 2459314.941748 57,61
 1070 819 13 4 ZTF_r 820277265115 33554480 1.7796 6.74493 10.6955 22.3881 0.00101402 0.0536886 0.0377419 0.00189519 31 30. 0.06929 0.051034 16.0515 22.3881 2 2458574.7772685 819120251 47.92606393915 44.125809 1.208186 1.053120 6.53254195409 88.539436 0.074278 1.078285 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1071 820 16 4 ZTF_r 820319426315 0 1.5204 71.7552 8.3617 24.9805 2.92472e-05 0.0389895 0.118911 3.97472e-05 372 30. 0.065066 0.060222 19.0727 24.9805 2 2458574.8194213 820120263 1.59221610932 38.420712 0.046099 1.049738 54.59554089095 78.118217 0.703591 1.046709 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1072 820 16 3 ZTF_r 820319426215 0 1.7719 75.2306 8.55407 24.9354 3.38033e-05 0.040632 0.105373 4.93938e-05 319 30. 0.063492 0.055377 18.9228 24.9354 2 2458574.8194213 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 1073 819 13 4 ZTF_r 820319915115 0 1.8924 80.9839 9.30524 25.0494 3.59938e-05 0.0422006 0.0893753 5.00288e-05 349 30. 0.067867 0.049364 18.8717 25.0494 2 2458574.819919 819120251 -33.45457163392 42.605415 -0.873465 0.900962 20.04771150954 84.184525 0.239744 1.036671 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1074 819 13 4 ZTF_g 820341555115 0 1.7849 65.3491 5.57928 25.4799 2.79285e-05 0.0364739 -0.0647108 4.52256e-05 317 30. 0.054918 0.046182 19.9909 25.4799 3 2458574.8415509 819120151 13.96122794353 22.678677 0.684795 1.038913 31.58562599167 43.210682 0.735891 1.052802 null null null null null 2458202.760613 2458233.738958 57
 1075 819 13 4 ZTF_g 820342455115 0 1.7468 64.3997 5.55733 25.4476 3.30368e-05 0.0397491 -0.0396318 5.1891e-05 317 30. 0.060371 0.054977 20.0104 25.4476 2 2458574.8424537 819120151 23.1367099827 23.366995 1.101421 0.967269 105.17251605329 44.222347 2.394284 1.066196 null null null null null 2458202.760613 2458233.738958 57
 1076 820 16 4 ZTF_g 820345646315 0 1.7805 53.0016 5.18286 25.4024 3.14056e-05 0.0398319 -0.074547 4.87711e-05 337 30. 0.06001 0.049677 19.9264 25.4024 2 2458574.8456481 820120163 5.39297856408 27.061939 0.221679 0.973170 -8.48097415114 52.554192 -0.162463 1.048038 null null null null null 2458202.784919 2458244.747847 57
 1077 820 16 3 ZTF_g 820372986215 0 2.0419 139.06 4.70489 25.9454 1.72275e-05 0.0300833 -0.0640082 2.55179e-05 338 30. 0.065084 0.053437 20.4698 25.9454 2 2458574.8729861 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1078 820 16 4 ZTF_g 820372986315 0 1.8823 93.3299 4.38955 25.9967 1.77117e-05 0.0308534 -0.0672342 2.42233e-05 386 30. 0.060834 0.04899 20.6437 25.9967 2 2458574.8729861 820120163 -17.41232792606 28.413364 -0.681693 1.019851 -56.43135954668 53.735031 -1.057251 1.053495 null null null null null 2458202.784919 2458244.747847 57
 1079 819 13 4 ZTF_g 820374395115 0 1.9159 104.629 4.87726 25.9734 1.82458e-05 0.0308486 -0.052258 2.58721e-05 361 30. 0.059909 0.054274 20.6291 25.9734 2 2458574.8743981 819120151 -46.84954916209 23.294033 -2.237255 1.014082 -74.4522498139 43.349266 -1.729065 1.070933 null null null null null 2458202.760613 2458233.738958 57
 1080 820 16 4 ZTF_g 820385796315 0 1.9625 80.5475 4.6813 25.8288 1.9688e-05 0.0329023 -0.0549988 2.76004e-05 378 30. 0.059441 0.052454 20.3941 25.8288 2 2458574.8857986 820120163 -16.44122727017 27.685986 -0.660586 0.958835 -69.80123168857 50.013092 -1.405059 1.071230 null null null null null 2458202.784919 2458244.747847 57
 1081 820 16 3 ZTF_g 820385796215 0 2.1198 120.59 4.99064 25.7735 2.02457e-05 0.0319895 -0.0496715 3.07162e-05 329 30. 0.066375 0.058866 20.2353 25.7735 2 2458574.8857986 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1082 819 13 4 ZTF_g 820386745115 0 1.9051 99.183 5.05612 25.935 2.37042e-05 0.0347183 -0.0608073 3.40458e-05 355 30. 0.056596 0.050031 20.5426 25.935 2 2458574.8867477 819120151 -32.5392170067 22.739807 -1.591751 1.053023 -57.99427025315 41.908878 -1.393138 1.070632 null null null null null 2458202.760613 2458233.738958 57
 1083 819 13 4 ZTF_r 821223575115 0 1.551 97.217 7.54965 25.2261 2.37456e-05 0.0350571 0.118984 3.32405e-05 366 30. 0.060297 0.056523 19.5331 25.2261 2 2458575.7235764 819120251 1.4513151474 28.761044 0.056132 1.151857 -4.54561899454 58.063133 -0.078815 1.045062 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1084 819 13 4 ZTF_r 821238465115 0 1.4694 36.7773 9.74376 24.1597 8.30893e-05 0.0479103 0.0847987 0.000129556 210 30. 0.067517 0.066982 18.1185 24.1597 3 2458575.7384606 819120251 3.60084501131 38.815155 0.103195 0.944697 101.33605086705 80.004501 1.275160 1.048997 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1085 819 13 4 ZTF_r 821244545115 0 1.5973 51.2909 9.88519 24.6298 0.000101382 0.063304 0.0835794 0.0001516 273 30. 0.061128 0.049447 18.4795 24.6298 1 2458575.7445486 819120251 17.619002927 38.742550 0.505880 1.053671 43.8114076488 79.592407 0.554154 1.045093 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1086 819 13 4 ZTF_r 821246365115 0 1.4318 102.953 8.5872 25.2949 2.69913e-05 0.0370206 0.105802 3.72424e-05 362 30. 0.063499 0.063118 19.4944 25.2949 2 2458575.7463657 819120251 29.15175960532 31.529961 1.028481 1.008071 101.04267775186 64.093399 1.587109 1.047263 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1087 820 16 4 ZTF_r 821247306315 0 1.4348 91.6036 7.68465 25.2323 2.45463e-05 0.0366095 0.112454 3.33954e-05 386 30. 0.062071 0.063816 19.4582 25.2323 2 2458575.7473032 820120263 51.91862434032 33.859459 1.705682 1.117168 44.31910726269 70.875893 0.629517 1.040140 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1088 819 13 4 ZTF_g 821267235115 0 2.1176 113.461 4.73355 26.0739 1.49985e-05 0.0277249 -0.0546417 2.12727e-05 360 30. 0.05971 0.060129 20.7507 26.0739 2 2458575.7672338 819120151 -48.7020143895 22.013065 -2.461054 0.978301 -13.99963763506 40.551575 -0.347556 1.070297 null null null null null 2458202.760613 2458233.738958 57
 1089 819 13 4 ZTF_g 821281805115 0 1.6497 123.762 4.50676 26.1789 1.61837e-05 0.0288801 -0.0676267 2.28134e-05 362 30. 0.056532 0.055873 20.917 26.1789 3 2458575.7818056 819120151 -24.83499286541 19.959372 -1.384114 1.125307 -46.30971043579 36.796425 -1.267015 1.069225 null null null null null 2458202.760613 2458233.738958 57
 1090 819 13 4 ZTF_g 821282705115 0 1.636 115.823 4.53949 26.0902 1.85878e-05 0.0308432 -0.0578433 2.59283e-05 364 30. 0.062134 0.057659 20.831 26.0902 1 2458575.7827083 819120151 -23.15068806723 19.578871 -1.315319 1.293128 -49.44106657205 36.637695 -1.358548 1.064460 null null null null null 2458202.760613 2458233.738958 57
 1091 819 13 4 ZTF_g 821283615115 0 1.5522 120.931 4.55822 26.1544 1.70565e-05 0.0294287 -0.0706995 2.38902e-05 360 30. 0.056965 0.060098 20.9057 26.1544 2 2458575.7836111 819120151 -2.73411926727 20.237329 -0.150286 1.080402 1.0534350543 38.319084 0.027676 1.061348 null null null null null 2458202.760613 2458233.738958 57
 1092 820 16 4 ZTF_g 821285026315 0 1.5957 108.247 4.05727 26.1664 1.4191e-05 0.0278263 -0.0664784 1.93346e-05 385 30. 0.058223 0.053292 20.8931 26.1664 2 2458575.7850231 820120163 -77.61184049151 24.827646 -3.477340 1.160205 -212.2886835026 48.109703 -4.442315 1.047701 null null null null null 2458202.784919 2458244.747847 57
 1093 820 16 4 ZTF_g 821307096315 0 1.8459 88.2913 4.20662 25.9405 3.06099e-05 0.0413564 -0.0676184 4.27256e-05 384 30. 0.06075 0.055767 20.6598 25.9405 1 2458575.8070949 820120163 -58.54385074941 29.723917 -2.190938 1.288601 -17.0020005481 56.300488 -0.304021 1.056736 null null null null null 2458202.784919 2458244.747847 57
 1094 820 16 3 ZTF_g 821307096215 0 1.7257 139.438 4.45345 25.9376 1.93945e-05 0.0316195 -0.0633448 2.87276e-05 337 30. 0.063278 0.055271 20.5829 25.9376 1 2458575.8070949 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1095 820 16 4 ZTF_g 821307996315 0 1.7177 106.314 4.06968 26.1461 3.47886e-05 0.0439083 -0.0743381 4.78061e-05 387 30. 0.056944 0.049185 20.8649 26.1461 2 2458575.8079977 820120163 -0.68515178344 24.424540 -0.031204 1.035908 7.14057879101 46.226856 0.155509 1.056136 null null null null null 2458202.784919 2458244.747847 57
 1096 820 16 3 ZTF_g 821307996215 0 1.8156 158.753 4.33878 26.0799 1.75494e-05 0.030069 -0.0576867 2.57902e-05 337 30. 0.062056 0.05077 20.7189 26.0799 2 2458575.8079977 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1097 819 13 4 ZTF_g 821309875115 0 1.6166 122.462 4.44136 26.1498 1.49803e-05 0.0274942 -0.0559404 2.10008e-05 359 30. 0.053981 0.05495 20.9011 26.1498 2 2458575.8098727 819120151 11.25186361315 22.009314 0.568686 1.031347 67.84397790541 41.091808 1.662154 1.066867 null null null null null 2458202.760613 2458233.738958 57
 1098 820 16 4 ZTF_g 821324946315 0 1.6602 104.226 4.06928 26.109 1.60516e-05 0.0297513 -0.0585593 2.20832e-05 384 30. 0.060849 0.053367 20.8329 26.109 2 2458575.8249421 820120163 -22.15544557199 25.694515 -0.959168 0.984535 -10.81075593677 47.823746 -0.227577 1.064283 null null null null null 2458202.784919 2458244.747847 57
 1099 820 16 3 ZTF_g 821324946215 0 1.6511 156.916 4.39346 26.0617 1.73339e-05 0.0299847 -0.0552409 2.57196e-05 337 30. 0.063183 0.050434 20.7024 26.0617 2 2458575.8249421 820120162 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458202.784919 2458229.810231 57,61
 1100 820 16 4 ZTF_r 821362966315 0 1.5239 57.127 7.25755 24.7295 5.73586e-05 0.0531589 0.121755 7.8483e-05 353 30. 0.063082 0.061216 18.9741 24.7295 2 2458575.862963 820120263 31.07257801668 36.355492 0.950741 0.969336 -47.926313521 74.457458 -0.648009 1.046634 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1101 819 13 4 ZTF_r 821364845115 0 1.5069 55.7548 8.23708 24.6497 4.23675e-05 0.0436608 0.110824 6.14411e-05 320 30. 0.058267 0.057379 18.8044 24.6497 2 2458575.8648495 819120251 -3.27776867786 32.458881 -0.112331 0.964517 -50.51045617157 67.565567 -0.752612 1.040913 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1102 820 16 4 ZTF_r 821386826315 0 1.5727 195.145 5.19255 26.0972 1.54764e-05 0.0289014 0.105947 2.09755e-05 386 30. 0.059686 0.05481 20.6498 26.0972 1 2458575.8868287 820120263 51.11803402124 27.830181 2.043210 1.523773 -63.42045061621 55.425129 -1.151961 1.035730 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1103 820 16 4 ZTF_r 821387716315 0 1.5514 186.574 5.36992 26.0291 1.3232e-05 0.0268744 0.112737 1.78365e-05 388 30. 0.067774 0.056497 20.5694 26.0291 2 2458575.8877199 820120263 28.72475514811 28.115627 1.136484 1.218476 -48.20184678859 56.549591 -0.858123 1.039850 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1104 819 13 4 ZTF_r 826221305115 0 1.7289 202.885 5.98872 26.0592 1.22962e-05 0.0250029 0.104703 1.70651e-05 363 30. 0.061862 0.050171 20.6013 26.0592 2 2458580.7213079 819120251 -27.0596712275 26.310198 -1.144072 1.115963 -100.53833751239 50.292889 -2.012521 1.050753 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1105 819 13 4 ZTF_g 826238545115 0 2.0992 116.949 4.88585 26.1097 2.30179e-05 0.034392 -0.055901 3.22762e-05 362 30. 0.061854 0.054172 20.7037 26.1097 2 2458580.7385417 819120151 -7.56932919794 24.558058 -0.342861 1.022419 13.3332199962 43.091442 0.311501 1.083257 null null null null null 2458202.760613 2458233.738958 57
 1106 820 16 4 ZTF_g 826239036315 0 2.034 105.67 4.4391 26.1509 1.77658e-05 0.0312298 -0.0849138 2.44113e-05 385 30. 0.064528 0.046128 20.7074 26.1509 2 2458580.7390394 820120163 -25.16781852851 24.387903 -1.147958 1.266804 -112.39667294101 44.508831 -2.542275 1.054263 null null null null null 2458202.784919 2458244.747847 57
 1107 820 16 4 ZTF_g 826263226315 0 1.9963 111.451 4.2235 26.1941 1.51603e-05 0.0287969 -0.0705264 2.06738e-05 385 30. 0.065891 0.050714 20.8137 26.1941 1 2458580.7632292 820120163 -19.93543196523 27.224474 -0.814556 1.038956 -46.01181676679 48.830849 -0.948616 1.065153 null null null null null 2458202.784919 2458244.747847 57
 1108 820 16 4 ZTF_g 826265106315 0 2.1983 111.146 4.20311 26.1844 1.89744e-05 0.0323092 -0.0491664 2.60858e-05 385 30. 0.066363 0.051776 20.7663 26.1844 2 2458580.7651042 820120163 -52.77005410981 26.084520 -2.250399 1.121677 -173.08384335663 45.208115 -3.854387 1.073052 null null null null null 2458202.784919 2458244.747847 57
 1109 819 13 4 ZTF_g 826268755115 0 1.8411 124.93 4.65939 26.1859 1.40467e-05 0.0270956 -0.066177 1.97396e-05 364 30. 0.059181 0.05001 20.8653 26.1859 1 2458580.76875 819120151 -30.57314174863 21.390621 -1.589906 1.184266 -68.81218795502 39.009846 -1.775850 1.065401 null null null null null 2458202.760613 2458233.738958 57
 1110 819 13 4 ZTF_g 826269655115 0 2.026 124.937 4.64632 26.1837 1.5743e-05 0.0287778 -0.0607516 2.21459e-05 364 30. 0.062024 0.051165 20.8189 26.1837 3 2458580.7696528 819120151 6.36137601718 22.824936 0.310025 1.117641 10.03046225958 40.429394 0.249769 1.074380 null null null null null 2458202.760613 2458233.738958 57
 1111 819 13 4 ZTF_g 826270555115 0 1.8601 125.109 4.64328 26.1817 1.62618e-05 0.0290748 -0.0562167 2.27633e-05 364 30. 0.060617 0.053999 20.8549 26.1817 2 2458580.7705556 819120151 -26.31933886752 25.872749 -1.131585 0.947912 31.25461139403 46.745010 0.673122 1.074967 null null null null null 2458202.760613 2458233.738958 57
 1112 820 16 4 ZTF_r 826289376315 0 1.7327 198.978 5.15682 26.0884 1.16362e-05 0.025175 0.111432 1.58603e-05 390 30. 0.0621 0.051755 20.607 26.0884 2 2458580.789375 820120263 18.69716731401 31.570772 0.658788 1.257779 -54.80395719515 61.983875 -0.890120 1.042442 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1113 820 16 3 ZTF_r 826289376215 0 1.8246 206.86 5.41008 26.0381 1.24797e-05 0.0253718 0.105107 1.81746e-05 339 30. 0.063991 0.056118 20.4476 26.0381 2 2458580.789375 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 1114 819 13 4 ZTF_r 826290755115 0 1.6414 209.657 5.83716 26.0932 1.23994e-05 0.0253235 0.105984 1.73029e-05 365 30. 0.058065 0.0499 20.6921 26.0932 3 2458580.7907523 819120251 -2.72016365699 23.960831 -0.126284 1.266684 -63.77760019326 46.198101 -1.389822 1.050964 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1115 819 13 4 ZTF_r 826291655115 0 1.6062 210.073 5.82418 26.1086 1.28091e-05 0.0257877 0.106231 1.77212e-05 367 30. 0.060875 0.053545 20.718 26.1086 2 2458580.7916551 819120251 -53.59374436201 24.060196 -2.477820 1.620734 -41.10236222559 46.817169 -0.883846 1.050724 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1116 819 13 4 ZTF_r 826318785115 0 2.6686 209.602 5.91746 26.0862 2.12979e-05 0.0332358 0.104938 2.95455e-05 364 30. 0.067751 0.058974 20.1605 26.0862 2 2458580.8187847 819120251 -13.06271372132 44.835426 -0.324091 1.077897 -69.92663806938 71.568031 -0.983646 1.086993 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1117 820 16 4 ZTF_r 826321436315 0 2.3671 198.274 5.22023 26.0799 1.38112e-05 0.0272937 0.120548 1.87202e-05 389 30. 0.063711 0.058119 20.3621 26.0799 1 2458580.8214352 820120263 0.92026839724 38.945904 0.026285 1.242096 17.61092341754 66.703285 0.265797 1.062082 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1118 820 16 4 ZTF_r 826322336315 0 2.9158 198.549 5.20988 26.0861 1.88011e-05 0.0320415 0.119743 2.5427e-05 390 30. 0.071831 0.062148 20.1867 26.0861 2 2458580.822338 820120263 86.91872947043 47.603756 2.031080 1.067196 45.76058681497 71.281662 0.646292 1.096954 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1119 820 16 4 ZTF_r 826335926315 0 3.219 199.27 5.2469 26.089 1.93484e-05 0.0325341 0.118798 2.6308e-05 389 30. 0.06906 0.065031 20.2194 26.089 2 2458580.8359259 820120263 98.42670783864 42.435955 2.580084 1.208803 118.16993171103 66.694817 1.783734 1.083307 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1120 820 16 3 ZTF_r 826335926215 0 2.9597 206.111 5.49867 26.0347 2.06912e-05 0.0326583 0.116669 2.99693e-05 339 30. 0.074039 0.068397 20.0915 26.0347 2 2458580.8359259 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 1121 819 13 4 ZTF_g 827200535115 0 2.9308 110.004 5.21378 26.0343 3.34699e-05 0.040254 -0.0424066 5.18086e-05 330 30. 0.074094 0.056654 20.167 26.0343 2 2458581.7005324 819120151 -24.16034195054 37.387150 -0.718845 0.959464 -69.21786569212 56.522106 -1.232864 1.114952 null null null null null 2458202.760613 2458233.738958 57
 1122 819 13 4 ZTF_g 827222975115 0 1.8072 104.87 5.22195 25.9915 1.96213e-05 0.0317719 -0.0627355 2.80322e-05 356 30. 0.058303 0.051348 20.5708 25.9915 3 2458581.7229745 819120151 -39.48793597235 24.005003 -1.829858 0.989630 -95.6120672262 44.502110 -2.162954 1.067611 null null null null null 2458202.760613 2458233.738958 57
 1123 820 16 4 ZTF_g 827224376315 0 1.7696 97.3156 4.59735 26.0436 2.09363e-05 0.0337844 -0.0685335 2.83639e-05 384 30. 0.058849 0.052076 20.6483 26.0436 2 2458581.724375 820120163 -29.82153181 26.665947 -1.244021 1.048940 -87.40423246555 50.040813 -1.758423 1.055244 null null null null null 2458202.784919 2458244.747847 57
 1124 819 13 4 ZTF_g 827225315115 0 1.8234 114.665 5.01186 26.0898 1.81696e-05 0.0303815 -0.0595257 2.5529e-05 358 30. 0.060513 0.056236 20.7235 26.0898 2 2458581.7253125 819120151 -4.21221562994 22.062714 -0.212376 1.003669 20.81532061803 40.882576 0.512578 1.071466 null null null null null 2458202.760613 2458233.738958 57
 1125 819 13 4 ZTF_r 827246405115 0 1.7487 202.161 6.34519 26.0395 1.33732e-05 0.02603 0.111489 1.86127e-05 361 30. 0.058681 0.054374 20.5369 26.0395 2 2458581.7464005 819120251 -2.22074087349 31.042309 -0.079579 1.257117 8.25127816681 59.455452 0.139716 1.057924 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
 1126 820 16 4 ZTF_r 827248286315 0 1.6436 198.737 5.29196 26.0938 1.4237e-05 0.0277843 0.117932 1.92689e-05 385 30. 0.059617 0.049702 20.6166 26.0938 2 2458581.748287 820120263 0.20287685269 29.497204 0.007651 1.237213 -84.37257982054 58.639668 -1.448522 1.041919 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1127 820 16 4 ZTF_r 827261746315 0 2.1648 183.956 5.73161 25.9983 2.07379e-05 0.0335651 0.125292 2.80382e-05 385 30. 0.072415 0.074436 20.2252 25.9983 2 2458581.7617477 820120263 12.51485892907 39.128059 0.355789 1.210705 -38.25538279585 68.443199 -0.562701 1.066126 2.95219005672719 19.1220001220703 0.119999997317791 8.16499996185303 0.572000026702881 2458182.873079 2458218.852581 0
 1128 820 16 3 ZTF_r 827261746215 0 2.3791 189.241 5.98605 25.9571 1.85115e-05 0.0308483 0.115375 2.71347e-05 339 30. 0.077766 0.08193 20.0607 25.9571 2 2458581.7617477 820120262 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 -99999.000000 null null null null null 2458182.873079 2458217.834051 57,61
 1129 819 13 4 ZTF_r 827263135115 0 1.9695 186.762 6.68376 25.9495 3.84641e-05 0.0441627 0.107215 5.38811e-05 359 30. 0.07319 0.076391 20.2426 25.9495 2 2458581.7631366 819120251 12.64982758796 32.540520 0.432429 1.095994 47.48066796943 59.090660 0.808934 1.070251 1.47961950689414 18.351000213623 0.122000001370907 10.5550003051758 0.857999980449677 2458160.812153 2458219.771690 0
