,ZTFID,fcqfid,bl_pre,bl_post,Consistent,Warning,Missing_pre,Missing_post,N_pre_peak,N_post_peak
2594,ZTF19acmbekd,6160823,,-16.92990747070002,0,,1,0,0,6
2595,ZTF19acmbekd,16121101,14.0039230422891,,0,,0,1,6,0
2596,ZTF19acmbekd,16121102,-15.3416441831171,,0,,0,1,10,0
2597,ZTF19abzlmwn,7441331,-2.042064779588135,6.36496396181935,1,,0,0,56,25
2598,ZTF19abzlmwn,7441332,2.2967993709939396,-0.5100161151600945,1,,0,0,78,108
2599,ZTF19abzlmwn,7451631,18.4688408967549,,0,,0,1,59,0
2600,ZTF19abzlmwn,7451632,38.66086741695045,,0,,0,1,68,0
2601,ZTF19abzlmwn,17820521,-1301.241920834345,,0,long rise,0,1,10,0
2602,ZTF19abzlmwn,17820522,-1147.7439704430349,,0,long rise,0,1,22,0
2603,ZTF19aawrumx,8500831,-8.490023556034625,1.64122050442142,-1,,0,0,48,125
2604,ZTF19aawrumx,8500832,-1.748537009499195,-4.26989449782495,1,,0,0,48,124
2605,ZTF19aawrumx,18581101,,-1.7762880617451915,0,,1,0,0,26
2606,ZTF19aawrumx,18581102,-154.482019236679,-176.446489147244,1,,0,0,9,10
2607,ZTF19abbvzgr,6811301,-1.62489170769733,-1.2809703466906626,1,,0,0,414,290
2608,ZTF19abbvzgr,6811302,1.78751634980862,4.76200341721021,-1,,0,0,411,292
2609,ZTF19abbvzgr,6811303,17.6813114730636,22.1199606203003,1,,0,0,27,51
2610,ZTF19abbvzgr,6821611,0.459858959858735,0.6084153556641261,1,,0,0,414,108
2611,ZTF19abbvzgr,6821612,-0.509061834787915,1.2775051027883,1,,0,0,382,108
2612,ZTF19abbvzgr,6821613,-12.7782448488469,-10.4976910965072,1,,0,0,29,45
2613,ZTF19abbvzgr,17230701,-24.148515603295202,,0,,0,1,6,2
2614,ZTF19abbvzgr,17230702,-2.313898157179945,,0,,0,1,16,0
2615,ZTF19abymhad,3031231,-8.231595013039279,-1.93774964912247,1,,0,0,38,145
2616,ZTF19abymhad,3031232,15.524034220351,20.1319041898816,1,,0,0,42,139
2617,ZTF19abymhad,3031233,,-1.20676205299178,0,,1,0,0,7
2618,ZTF19acjwdnu,3970331,-5.438594334900305,-8.15731241943918,1,,0,0,104,52
2619,ZTF19acjwdnu,3970332,0.32384565449306674,-6.094606045584,1,,0,0,130,57
2620,ZTF19acjwdnu,3970333,,-11.643455688911324,0,,1,0,0,6
2621,ZTF19acjwdnu,13901131,-12.8353699684738,,0,,0,1,5,0
2622,ZTF19acjwdnu,13901132,-16.3442599152251,,0,,0,1,5,0
2623,ZTF19abcncdg,4280301,-6.69028881426851,13.85292854001515,1,,0,0,25,60
2624,ZTF19abcncdg,4280302,7.07796716252952,-2.67637542591584,-1,,0,0,51,289
2625,ZTF19aapuohr,3710931,-9.17109251657499,-7.666902462677985,1,,0,0,17,46
2626,ZTF19aapuohr,3710932,13.57810562037995,-39.6573645995391,-1,,0,0,26,51
2627,ZTF19aauishy,6741121,9.28361390934461,16.791534083645097,1,,0,0,71,156
2628,ZTF19aauishy,6741122,8.51069346484722,24.985707353997,-1,,0,0,66,210
2629,ZTF19aauishy,6741123,6.313638016174499,26.4677880874871,-1,,0,0,16,48
2630,ZTF19aauishy,17160311,-102.079371111681,-122.5774674098895,1,,0,0,5,4
2631,ZTF19aauishy,17160312,-2.99544911482207,9.97737545857836,1,,0,0,7,5
2632,ZTF19ackzvdp,4011121,5.94977334600619,-0.6290940203192285,1,,0,0,89,72
2633,ZTF19ackzvdp,4011122,4.84180127128826,17.652235276847847,-1,,0,0,99,72
2634,ZTF19ackzvdp,4011123,-1.7794526675086215,-12.011166892039249,1,,0,0,14,30
2635,ZTF19ackzvdp,14450131,2.67905616239757,,0,,0,1,5,0
2636,ZTF19ackzvdp,14450132,-5.16397698526172,,0,,0,1,7,0
2637,ZTF19aafmfxg,5220431,14.502297151584049,3.21883029158471,-1,,0,0,18,81
2638,ZTF19aafmfxg,5220432,3.33793495849079,17.4871309504594,1,,0,0,11,131
2639,ZTF19aafmfxg,5220433,,4.59147022495017,0,,1,0,0,33
2640,ZTF19abycslo,3490211,-3.09950228363657,-5.41377715113141,1,,0,0,83,110
2641,ZTF19abycslo,3490212,-4.677239621687005,-6.42011073355963,1,,0,0,96,119
2642,ZTF19abycslo,13411011,-206.332664342453,,0,,0,1,4,0
2643,ZTF19abycslo,13411012,-477.385255091211,,0,,0,1,4,0
2644,ZTF19aazlsfj,4421601,10.9210744851359,-6.65518508585495,-1,,0,0,35,119
2645,ZTF19aazlsfj,4421602,2.23811934375036,-1.01786696723902,1,,0,0,57,367
2646,ZTF19aazlsfj,4421603,6.74757222402812,1.8225014069309105,1,,0,0,17,34
2647,ZTF19aazlsfj,14870611,26.9255514796965,24.7077744948838,1,,0,0,3,27
2648,ZTF19aazlsfj,14870612,,0.0333817609655402,0,,1,0,0,23
2649,ZTF19aayabqe,8240721,-2.38393093681369,-2.468348525475,1,,0,0,365,280
2650,ZTF19aayabqe,8240722,-0.35465182670883955,3.6072155089390403,-1,,0,0,366,256
2651,ZTF19aayabqe,8240723,-4.43498170325659,-13.8968128940664,1,,0,0,24,65
2652,ZTF19aayabqe,18291522,-211.0339332847385,-238.626525251069,1,,0,0,10,10
2653,ZTF19accbeju,6050731,-17.8733805707232,-27.75675421032765,1,,0,0,49,50
2654,ZTF19accbeju,6050732,-7.33408333263795,6.890696640127,-1,,0,0,65,85
2655,ZTF19accbeju,16011531,2.5549179455091053,,0,,0,1,12,0
2656,ZTF19accbeju,16011532,10.88294216176078,,0,,0,1,24,0
2657,ZTF19aanxrkt,4801531,9.18799912085985,4.58608983027185,1,,0,0,32,123
2658,ZTF19aanxrkt,4801532,2.08694286186314,13.397870490091499,-1,,0,0,103,292
2659,ZTF19aanxrkt,4801533,-22.0213964245875,-28.0337080479357,1,,0,0,11,35
2660,ZTF19aajxhwa,4571301,-3.52808286693466,7.761030020078884,-1,,0,0,25,96
2661,ZTF19aajxhwa,4571302,-0.482376366926794,9.120742420701385,1,,0,0,28,98
2662,ZTF19aajxhwa,4571303,,-9.68803428657892,0,,1,0,0,9
2663,ZTF19aajxhwa,5100331,4.62561743587126,0.91431695596544,1,,0,0,29,90
2664,ZTF19aajxhwa,5100332,0.8134032362517001,7.36340360131261,1,,0,0,28,113
2665,ZTF19abauzma,5831031,1.09239113690298,10.7607867223606,-1,,0,0,41,135
2666,ZTF19abauzma,5831032,0.744600704320963,19.574938097378,-1,,0,0,62,203
2667,ZTF19abauzma,5831033,6.4403841717216554,1.94180395143503,1,,0,0,26,49
2668,ZTF19acbvnaw,6670131,4.04449890412459,1.898746077903948,1,,0,0,64,102
2669,ZTF19acbvnaw,6670132,6.34206125742895,-0.45544243863296,-1,,0,0,79,168
2670,ZTF19acbvnaw,6670133,23.4387244974264,-2.8358275288975747,-1,,0,0,9,34
2671,ZTF19acbvnaw,16651121,9.32370225016259,14.00656950052838,1,,0,0,11,6
2672,ZTF19acbvnaw,16651122,7.200984967561404,-9.81864292939191,1,,0,0,14,10
2673,ZTF19acbvnaw,16651123,9.51023840604587,,0,,0,1,3,0
2674,ZTF19acdsqir,6560501,-4.81849012577936,-8.7584702403389,1,,0,0,55,57
2675,ZTF19acdsqir,6560502,-12.0850291862846,18.10682733480995,-1,,0,0,71,144
2676,ZTF19acdsqir,6570811,-3.979473171924475,-9.636210764298305,1,,0,0,56,58
2677,ZTF19acdsqir,6570812,12.7430251916457,15.5408532517821,1,,0,0,71,130
2678,ZTF19acdsqir,16541601,-21.296415099713798,,0,,0,1,18,0
2679,ZTF19acdsqir,16541602,-18.21468464097515,,0,,0,1,22,0
2680,ZTF19aadnmgf,5701501,15.811365678822,-4.95346547357317,-1,,0,0,9,99
2681,ZTF19aadnmgf,5701502,3.07838541374651,5.351261268936585,1,,0,0,5,176
2682,ZTF19aadnmgf,5701503,,3.013301707932345,0,,1,0,0,30
2683,ZTF19aadnmgf,16150502,,,0,,1,1,0,2
2684,ZTF19aadnmgf,16160811,,-27.4987289443375,0,,1,0,0,6
2685,ZTF19aadnmgf,16160812,,-275.0258289254215,0,,1,0,0,12
2686,ZTF19aacijie,7860831,11.8590888139983,-0.726337223199684,-1,,0,0,50,173
2687,ZTF19aacijie,7860832,-5.72300562351585,-12.5251940408495,1,,0,0,45,217
2688,ZTF19aacijie,7860833,38.7848205399802,14.4794265770152,1,,0,0,4,14
2689,ZTF19aacijie,17881531,-47.2821986156333,-96.27517572857155,1,,0,0,3,8
2690,ZTF19aacijie,17881532,,,0,,1,1,0,0
2691,ZTF19aalcwjt,5680721,-6.950256047840165,-3.19927238355972,1,,0,0,20,105
2692,ZTF19aalcwjt,5680722,-1.23734110765251,-1.24934724522566,1,,0,0,19,195
2693,ZTF19aalcwjt,5680723,,-15.7073539648023,0,,1,0,0,34
2694,ZTF19aavsyhq,4300621,4.441512136171,36.113119227231095,-1,,0,0,27,44
2695,ZTF19aavsyhq,4300622,-24.20883031185265,0.999978379043044,-1,,0,0,42,167
2696,ZTF19aakljys,7150311,-17.4954435176507,-12.6695479181528,1,,0,0,53,149
2697,ZTF19aakljys,7150312,-33.6593978718237,-25.4169400879756,1,,0,0,73,208
2698,ZTF19aakljys,7150313,-33.1499657121222,-10.85036994015707,1,,0,0,13,38
2699,ZTF19aakljys,17131031,,-184.094853190738,0,,1,0,0,3
2700,ZTF19aaeoqkk,6760931,8.75122375746152,-14.8409563488189,-1,,0,0,362,203
2701,ZTF19aaeoqkk,6760932,-1.49478512514717,-28.5559105745973,-1,,0,0,195,275
2702,ZTF19aaeoqkk,6760933,13.3946445267604,-7.651848311645056,-1,,0,0,20,56
2703,ZTF19aaeoqkk,6771221,0.77617325288213,7.21156437425357,-1,,0,0,196,237
2704,ZTF19aaeoqkk,6771222,-0.26220399476105,4.0533277217432,1,,0,0,211,280
2705,ZTF19aaeoqkk,6771223,-5.71109250868474,-17.8142226936769,1,,0,0,21,55
2706,ZTF19aaeoqkk,16741402,,,0,,1,1,0,0
2707,ZTF19aaeoqkk,17180121,,-105.270408357783,0,,1,0,2,9
2708,ZTF19aaeoqkk,17180122,,-13.929708619947476,0,,1,0,0,12
2709,ZTF19aawhniz,7581111,23.691166834033098,-22.3355458088992,-1,,0,0,252,23
2710,ZTF19aawhniz,7581112,15.35838347709905,-42.78213286841425,-1,,0,0,348,16
2711,ZTF19aawhniz,7581113,10.6675500147308,,0,,0,1,23,0
2712,ZTF19acrwzqs,7100431,2.17072727007579,7.229481391923555,1,,0,0,85,100
2713,ZTF19acrwzqs,7100432,-4.05836550767958,-5.3942506883345,1,,0,0,85,157
2714,ZTF19acrwzqs,7100433,,-7.25171187744071,0,,1,0,2,25
2715,ZTF19abxjimu,6991321,47.125257347487846,,0,,0,1,62,0
2716,ZTF19abxjimu,6991322,-26.444907404799352,,0,,0,1,68,0
2717,ZTF19abxjimu,17390531,-4555.334323305306,,0,long rise,0,1,8,0
2718,ZTF19abxjimu,17390532,-4303.20532215952,,0,,0,1,17,0
2719,ZTF19abxjimu,17400821,-4670.065370142174,,0,long rise,0,1,10,0
2720,ZTF19abxjimu,17400822,-5975.27619284939,,0,,0,1,15,0
2721,ZTF19abaukyt,7610231,-5.84500449833531,-3.84260302409723,1,,0,0,391,209
2722,ZTF19abaukyt,7610232,-26.979591381131,7.626942058369725,-1,,0,0,352,196
2723,ZTF19abaukyt,7610233,4.96952270296017,69.89348809153024,-1,,0,0,19,56
2724,ZTF19abaukyt,17611122,-164.1727627617915,,0,,0,1,12,2
2725,ZTF19acbpwwg,7640511,-10.55605533267785,-27.0937304445515,-1,,0,0,570,102
2726,ZTF19acbpwwg,7640512,0.821048033145027,-12.45564584598715,-1,,0,0,573,98
2727,ZTF19acbpwwg,7640513,2.15219453032222,-8.22232842398626,-1,,0,0,45,49
2728,ZTF19acbpwwg,17641421,-3.445169689414145,44.38682615494625,-1,,0,0,14,6
2729,ZTF19acbpwwg,17641422,-10.021689446594765,,0,,0,1,40,0
2730,ZTF19aaxkhxw,4290821,3.1448951690409,24.6851141478842,1,,0,0,31,59
2731,ZTF19aaxkhxw,4290822,15.8878629800899,26.1770095033828,1,,0,0,45,207
2732,ZTF19aaklquv,6201311,1.3477325100442,34.015390650915606,-1,,0,0,39,54
2733,ZTF19aaklquv,6201312,-2.8733551223483,15.6641301631043,-1,,0,0,43,164
2734,ZTF19aaklquv,6201313,,17.6170650291601,0,,1,0,0,31
2735,ZTF19aaklquv,16650701,,-141.17719392368502,0,,1,0,2,6
2736,ZTF19aaklquv,16650702,-24.2891165032174,-29.4758683822743,1,,0,0,3,7
2737,ZTF19aadnxog,6730111,-8.976197572976119,-6.16236506393691,1,,0,0,40,165
2738,ZTF19aadnxog,6730112,-24.8073244586341,-13.57431172098525,-1,,0,0,35,242
2739,ZTF19aadnxog,6730113,-6.96264341046231,12.2814530741372,-1,,0,0,6,27
2740,ZTF19aadnxog,16711121,-980.27815170444,-991.697567823119,1,,0,0,4,5
2741,ZTF19aadnxog,16711122,,-447.371462294807,0,,1,0,0,5
2742,ZTF19aadnxog,16711123,,,0,,1,1,0,2
2743,ZTF19abomiel,7260711,13.1587783715349,20.142224094207,-1,,0,0,472,99
2744,ZTF19abomiel,7260712,6.29651571831318,7.29859691620375,1,,0,0,719,86
2745,ZTF19abomiel,7260713,-5.924611486523855,8.64408004382471,1,,0,0,34,44
2746,ZTF19abomiel,17241301,-19.350971340105,,0,,0,1,11,2
2747,ZTF19abomiel,17241302,-3.55422401578671,,0,,0,1,17,0
2748,ZTF19abomiel,17251611,-37.6154295941059,-41.87314874454065,1,,0,0,15,12
2749,ZTF19abomiel,17251612,-19.8762295420308,,0,,0,1,23,0
2750,ZTF19abyuzch,7261131,-7.166155864482065,-10.10853067879825,1,,0,0,522,58
2751,ZTF19abyuzch,7261132,-13.54099659557775,-18.155385628193052,1,,0,0,754,50
2752,ZTF19abyuzch,7261133,-10.6664916742493,1.309334404036895,-1,,0,0,41,34
2753,ZTF19abyuzch,17640231,-2.293266951021581,9.771499043004681,1,,0,0,14,6
2754,ZTF19abyuzch,17640232,-3.691634608401378,,0,,0,1,34,0
2755,ZTF19ackbjtf,2980701,6.11116602980873,5.128758403093659,1,,0,0,61,46
2756,ZTF19ackbjtf,2980702,-14.4761724854071,-9.73486776560214,1,,0,0,63,37
2757,ZTF19ackbjtf,12901301,,-12.75253991726985,0,,1,0,0,6
2758,ZTF19ackbjtf,12901302,,-8.205036214265881,0,,1,0,0,14
2759,ZTF19abinjcy,8480921,1.076431612211541,0.0450520662181653,1,,0,0,348,219
2760,ZTF19abinjcy,8480922,2.853260931265715,0.336441138756337,1,,0,0,334,201
2761,ZTF19abinjcy,8480923,4.62208895232668,7.48925548104111,1,,0,0,31,63
2762,ZTF19abinjcy,8491221,-1.585243104163035,-4.54673632248973,1,,0,0,298,138
2763,ZTF19abinjcy,8491222,1.42321612651945,6.24310052838422,-1,,0,0,304,140
2764,ZTF19abinjcy,8491223,1.719017048183085,6.8312927952105,1,,0,0,34,52
2765,ZTF19abinjcy,18760222,,-4.06098531806247,0,,1,0,0,6
2766,ZTF19abdoznh,5870331,-13.3801915683927,-15.8208049754684,1,,0,0,325,79
2767,ZTF19abdoznh,5870332,-1.9606273334179298,-6.90689799609284,1,,0,0,328,78
2768,ZTF19abdoznh,5870333,12.006864051518395,1.91596969600738,1,,0,0,22,37
2769,ZTF19abdoznh,15831232,-12.303483678623763,5.22535153615429,1,,0,0,4,11
2770,ZTF19abahvdh,4801531,5.083768200918559,8.527469434707685,1,,0,0,40,106
2771,ZTF19abahvdh,4801532,-7.12037692296475,2.5420436314626746,-1,,0,0,107,248
2772,ZTF19abahvdh,4801533,1.93985502039126,-17.3603036968486,-1,,0,0,13,35
2773,ZTF19acechlg,3121321,8.966344820449624,13.88476448865805,1,,0,0,28,22
2774,ZTF19acechlg,3121322,16.01916918244085,-9.48503139970481,-1,,0,0,18,23
2775,ZTF19abulzhy,8470721,0.171432270772434,-11.202562657427901,-1,,0,0,339,144
2776,ZTF19abulzhy,8470722,-11.4981371965255,-9.48138589243308,1,,0,0,327,141
2777,ZTF19abulzhy,8470723,-7.72845159090188,-12.65082316434495,1,,0,0,33,62
2778,ZTF19abulzhy,18551522,22.1090649021269,5.394316445104115,1,,0,0,11,12
2779,ZTF19abiszoe,5811001,0.274735878078845,-18.4047326885263,-1,,0,0,60,151
2780,ZTF19abiszoe,5811002,18.491140062901,-8.266895533247599,-1,,0,0,61,216
2781,ZTF19abiszoe,5811003,15.7455233089319,-17.1180291145892,-1,,0,0,19,48
2782,ZTF19abiszoe,16260102,57.826978079427,-73.0170430853429,-1,,0,0,7,10
2783,ZTF19ackjlrd,7551001,2.49592870979962,4.50822323801132,1,,0,0,175,141
2784,ZTF19ackjlrd,7551002,-0.765145787971012,-2.89765208463169,1,,0,0,185,147
2785,ZTF19ackjlrd,7551003,-0.650971920014372,3.588430751488285,1,,0,0,27,34
2786,ZTF19ackjlrd,17920211,4.05313061648591,,0,,0,1,15,2
2787,ZTF19ackjlrd,17920212,6.69483861641426,-5.513432724876174,1,,0,0,17,4
2788,ZTF19aayckwk,3900921,0.6214063947973101,15.8948627416605,1,,0,0,34,65
2789,ZTF19aayckwk,3900922,-9.92992150132727,2.8522501692089,-1,,0,0,51,182
2790,ZTF19aayckwk,3900923,10.76931156308539,35.9273661405636,-1,,0,0,18,31
2791,ZTF19aayckwk,14360431,,29.6163755135382,0,,1,0,0,7
2792,ZTF19abqysic,4570901,-27.6978911242221,-61.3595039895112,1,,0,0,50,19
2793,ZTF19abqysic,4570902,-33.99215662680865,-119.532277092957,-1,,0,0,52,15
2794,ZTF19abqysic,15040201,-1528.34365823961,,0,long rise,0,1,9,0
2795,ZTF19abqysic,15040202,-1529.3044937213049,,0,long rise,0,1,6,0
2796,ZTF19aakiwxx,8200921,-4.251192309423519,13.7392753422584,-1,,0,0,136,157
2797,ZTF19aakiwxx,8200922,0.3286945610039665,21.13589881564075,-1,,0,0,138,172
2798,ZTF19aakiwxx,8200923,-113.8085577306165,-85.65246902658976,-1,,0,0,12,44
2799,ZTF19aakiwxx,8211221,-14.7887461588403,-10.787091471,1,,0,0,163,175
2800,ZTF19aakiwxx,8211222,-5.1342896454672,5.38719449948409,-1,,0,0,131,161
2801,ZTF19aakiwxx,8211223,-2.685172427308215,0.064034288844762,1,,0,0,20,52
2802,ZTF19aadnsqj,5211101,,,0,,1,1,0,0
2803,ZTF19aadnsqj,5211102,,,0,,1,1,0,0
2804,ZTF19aadnsqj,5211131,-9.90943959837969,-21.3195532008172,1,,0,0,9,71
2805,ZTF19aadnsqj,5211132,30.8678579543487,13.1181557738947,1,,0,0,9,59
2806,ZTF19aadnsqj,5211133,,-33.6859453380196,0,,1,0,0,17
2807,ZTF19aakthjl,5781511,5.49638050210557,22.984032800655747,-1,,0,0,35,166
2808,ZTF19aakthjl,5781512,6.03463858780544,21.6361281129409,-1,,0,0,53,263
2809,ZTF19aakthjl,5781513,-27.7667717469187,23.1253338082615,-1,,0,0,11,55
2810,ZTF19aakthjl,16230611,-33.90778807101606,-57.2782104001561,1,,0,0,4,4
2811,ZTF19aakthjl,16230612,,60.872923918355355,0,,1,0,2,16
2812,ZTF19aabmybj,7501231,-7.18034577111938,-2.77340348601234,1,,0,0,27,30
2813,ZTF19aabmybj,7501232,24.60383585456105,27.3773518305566,1,,0,0,20,38
2814,ZTF19aabmybj,7501233,-9.684958441898953,,0,,0,1,4,0
2815,ZTF19aabmybj,17491511,,-222.547518073976,0,,1,0,0,8
2816,ZTF19aabmybj,17491512,,,0,,1,1,0,0
2817,ZTF19aclljyq,4501531,19.5857548860375,19.20263957181745,1,,0,0,89,48
2818,ZTF19aclljyq,4501532,5.37076965056176,22.8320121816723,-1,,0,0,102,53
2819,ZTF19aclljyq,4501533,-4.84079694950092,24.25591626826475,-1,,0,0,13,22
2820,ZTF19abwnpus,4951311,4.22467877215559,-2.54748047314151,1,,0,0,43,52
2821,ZTF19abwnpus,4951312,-9.006278030572531,10.1455487249391,-1,,0,0,48,92
2822,ZTF19abwnpus,4951313,-2.62212694458312,-9.88197684950624,1,,0,0,13,35
2823,ZTF19acukcte,3980201,0.0382232366735915,,0,,0,1,77,0
2824,ZTF19acukcte,3980202,-15.0175570169267,,0,,0,1,80,0
2825,ZTF19acukcte,3980213,,11.111155486605,0,,1,0,0,5
2826,ZTF19acukcte,13911031,21.0236293546795,,0,,0,1,5,0
2827,ZTF19acukcte,13911032,35.59158046201565,,0,,0,1,4,0
2828,ZTF19abpypvc,6360901,-4.75804360076826,9.92777203671642,1,,0,0,121,7
2829,ZTF19abpypvc,6360902,-2.399510581326355,0.8991577875931247,1,,0,0,130,8
2830,ZTF19abpypvc,16810401,-10.1781366018368,-19.3056727338625,1,,0,0,15,10
2831,ZTF19abpypvc,16810402,0.0367618346310347,-3.184057830501545,1,,0,0,11,14
2832,ZTF19aailcgs,5720501,6.223381606811495,0.331210610546536,1,,0,0,22,94
2833,ZTF19aailcgs,5720502,3.06738270125311,12.1133814381878,1,,0,0,17,125
2834,ZTF19aailcgs,5720503,,-15.16514565526515,0,,1,0,0,36
2835,ZTF19aailcgs,5730811,1.3883063322505902,25.7247222095594,-1,,0,0,22,87
2836,ZTF19aailcgs,5730812,10.840426458399214,34.7472892160492,-1,,0,0,18,148
2837,ZTF19aailcgs,15681511,-64.4449978068711,-59.2332363079649,1,,0,0,3,4
2838,ZTF19aailcgs,15681512,,22.0908027139305,0,,1,0,0,13
2839,ZTF19aapzbjr,5761121,14.51497512734705,21.295286145191753,1,,0,0,72,128
2840,ZTF19aapzbjr,5761122,-25.7188278182999,-25.8575140316747,1,,0,0,71,158
2841,ZTF19aapzbjr,5761123,0.0796532905096565,9.4845804708621,1,,0,0,9,27
2842,ZTF19aapzbjr,16210211,-42.0739614957282,,0,,0,1,10,2
2843,ZTF19aapzbjr,16210212,6.4033145953708015,-22.3558049595239,1,,0,0,4,6
2844,ZTF19acaxcwg,5990511,9.76887604971266,7.11188239799427,1,,0,0,108,82
2845,ZTF19acaxcwg,5990512,5.1346058616613,8.05479689612031,1,,0,0,132,82
2846,ZTF19acaxcwg,5990513,-0.348240169290035,14.891177660714,-1,,0,0,21,33
2847,ZTF19aantarc,5780901,-5.9431915257924,0.8533484616949141,-1,,0,0,41,156
2848,ZTF19aantarc,5780902,-4.084541809666895,1.19090846047825,1,,0,0,62,251
2849,ZTF19aantarc,5780903,-4.51467565787648,9.59773626793628,1,,0,0,11,45
2850,ZTF19aakiyly,6290301,-8.96560278849646,-8.2403162709841,1,,0,0,32,202
2851,ZTF19aakiyly,6290302,0.256922603209101,2.784560069881,1,,0,0,35,279
2852,ZTF19aakiyly,6290303,-4.346879868174447,-8.812885495459955,1,,0,0,12,62
2853,ZTF19aakiyly,16250932,,-141.141502744818,0,,1,0,0,13
2854,ZTF19aakiyly,16261222,,-198.531182508673,0,,1,0,0,10
2855,ZTF19abgjlef,5510721,5.317822958433419,6.09160700804443,1,,0,0,92,102
2856,ZTF19abgjlef,5510722,-0.328122168039939,-7.6710094032434,1,,0,0,109,69
2857,ZTF19abgjlef,5510723,-4.78751736487663,,0,,0,1,19,0
2858,ZTF19abgjlef,15461521,8.86511367764968,,0,,0,1,22,0
2859,ZTF19abgjlef,15461522,2.42827125437682,,0,,0,1,29,0
2860,ZTF19acbvquo,6681201,-0.22244488679283952,-5.61333586080649,1,,0,0,94,23
2861,ZTF19acbvquo,6681202,1.381120240220415,-0.15886025289065753,1,,0,0,108,60
2862,ZTF19acbvquo,6681203,-7.16888254030243,26.0708333576292,1,,0,0,17,3
2863,ZTF19acbvquo,17100301,10.160524673861385,,0,,0,1,14,2
2864,ZTF19acbvquo,17100302,1.3634184549613435,3.99107647799864,1,,0,0,18,6
2865,ZTF19abqhikf,7221011,-2.426251357215105,2.05857622275533,1,,0,0,470,55
2866,ZTF19abqhikf,7221012,5.572080993677554,11.60860299615325,1,,0,0,512,54
2867,ZTF19abqhikf,7221013,1.4029552523736994,10.6018053215057,1,,0,0,36,13
2868,ZTF19abglmpf,7271301,-7.59237122642769,-86.78795336047514,-1,,0,0,63,48
2869,ZTF19abglmpf,7271302,52.76716625581325,-76.009753009673,-1,,0,0,296,37
2870,ZTF19abglmpf,7281601,10.9148747946242,,0,,0,1,65,0
2871,ZTF19abglmpf,7281602,-22.4242818832677,,0,,0,1,209,0
2872,ZTF19abglmpf,17660711,-133.2394473185245,,0,,0,1,16,0
2873,ZTF19abglmpf,17660712,-214.306579268386,,0,,0,1,33,0
2874,ZTF19abeytzv,4961121,4.704950555020876,3.46919992412383,1,,0,0,86,98
2875,ZTF19abeytzv,4961122,-14.5142269860006,1.6857570964481798,-1,,0,0,109,108
2876,ZTF19abeytzv,4961123,-75.886544144938,-70.9155519649718,1,,0,0,15,36
2877,ZTF19abeytzv,15420201,-101.227989293963,,0,,0,1,11,0
2878,ZTF19abeytzv,15420202,1.12392066623445,,0,,0,1,18,0
2879,ZTF19acihgng,8270601,17.88333195843905,24.8109467568797,-1,,0,0,418,71
2880,ZTF19acihgng,8270602,-3.16810610661752,-19.19060667125785,-1,,0,0,426,88
2881,ZTF19acihgng,8270603,-7.1050843930345,-11.20712549605285,1,,0,0,51,48
2882,ZTF19acihgng,18321301,11.2354434038341,-29.87756968354965,-1,,0,0,7,8
2883,ZTF19acihgng,18321302,-12.8622712558743,,0,,0,1,47,0
2884,ZTF19acihgng,18331601,5.38310059695805,,0,,0,1,6,0
2885,ZTF19acihgng,18331602,-9.82333530743166,,0,,0,1,53,0
2886,ZTF19abkdrir,2960501,-6.683227914119865,5.99737131439892,1,,0,0,70,51
2887,ZTF19abkdrir,2960502,-13.502950043605,-14.616037123830349,1,,0,0,78,52
2888,ZTF19abkdrir,2960503,-24.5033328529011,-29.6755482588273,1,,0,0,13,22
2889,ZTF19abkdrir,2970811,-7.332043342398325,-2.940478702021905,1,,0,0,56,56
2890,ZTF19abkdrir,2970812,-9.60804751411042,4.220564853365705,-1,,0,0,69,42
2891,ZTF19abkdrir,2970813,-40.9807895882358,-30.0571793504931,1,,0,0,13,30
2892,ZTF19aaafica,6261101,-4.45475879938618,4.03254614427134,-1,,0,0,57,153
2893,ZTF19aaafica,6261102,8.36768965119261,3.615383539756305,1,,0,0,55,206
2894,ZTF19aaafica,6261103,-4.0556797445938,9.558174145040244,1,,0,0,11,32
2895,ZTF19aaafica,16700521,,-122.99671901060199,0,,1,0,2,4
2896,ZTF19aaafica,16700522,,-24.14271197385385,0,,1,0,0,12
2897,ZTF19abtnftd,7661131,-4.243015085745785,-6.88587627046595,1,,0,0,394,108
2898,ZTF19abtnftd,7661132,11.3001219878535,8.55053374908191,1,,0,0,753,97
2899,ZTF19abtnftd,7661133,-1.904014253489365,3.942847698533515,1,,0,0,34,44
2900,ZTF19abtnftd,18020221,-12.271274051560315,-1.0988285354958514,1,,0,0,10,4
2901,ZTF19abtnftd,18020222,-5.95376143088306,,0,,0,1,36,0
2902,ZTF19aapwnmb,7650931,-0.981129150654728,-9.77728299378273,-1,,0,0,413,171
2903,ZTF19aapwnmb,7650932,13.1559551740147,-0.514170804624088,-1,,0,0,671,157
2904,ZTF19aapwnmb,7650933,9.47438924463903,18.11961827378395,1,,0,0,27,44
2905,ZTF19aapwnmb,7661221,2.497738464722615,7.921605890349345,-1,,0,0,360,166
2906,ZTF19aapwnmb,7661222,10.5607809606647,16.2612410896093,-1,,0,0,705,134
2907,ZTF19aapwnmb,7661223,4.281730747298215,26.03082203027725,-1,,0,0,30,46
2908,ZTF19aapwnmb,18020401,-1.8383281528015152,-2.45514787259031,1,,0,0,8,29
