,ZTFID,fcqfid,bl_pre,bl_post,Consistent,Warning,Missing_pre,Missing_post,N_pre_peak,N_post_peak
2282,ZTF19aanjjhk,3160821,-10.257245069669064,20.2489039073102,-1,,0,0,16,49
2283,ZTF19aanjjhk,3160822,-12.904097039091553,-23.7046966982086,1,,0,0,14,43
2284,ZTF19abgqvyr,4471231,-11.8388445908156,-6.69349841263798,1,,0,0,43,93
2285,ZTF19abgqvyr,4471232,7.344835378748405,10.4311311925642,1,,0,0,50,119
2286,ZTF19abgqvyr,4471233,-10.5735649638559,-6.74103101455731,1,,0,0,19,32
2287,ZTF19abgqvyr,14930221,-0.9790581793427415,,0,,0,1,18,0
2288,ZTF19abgqvyr,14930222,-27.345758934300648,,0,,0,1,18,0
2289,ZTF19abmolyr,6470601,-9.79325304725226,-15.9344271301684,1,,0,0,48,92
2290,ZTF19abmolyr,6470602,0.281019366276155,-22.2510969680608,-1,,0,0,58,189
2291,ZTF19abmolyr,6470603,-5.60388955143049,-25.0892478996164,-1,,0,0,27,41
2292,ZTF19abmolyr,16441401,-1127.03850872965,,0,long rise,0,1,22,0
2293,ZTF19abmolyr,16441402,-1030.09737564533,,0,long rise,0,1,25,0
2294,ZTF19abpmetl,5421411,-2.00741842748893,14.9458912178703,-1,,0,0,37,75
2295,ZTF19abpmetl,5421412,9.89288539158154,12.4910371904329,1,,0,0,61,111
2296,ZTF19abpmetl,5920121,7.0815897753962105,7.356212239255511,1,,0,0,46,74
2297,ZTF19abpmetl,5920122,-1.6774180119146398,-0.298065239957105,1,,0,0,298,107
2298,ZTF19abpmetl,15881031,-13.336291981963685,-21.8611629735006,1,,0,0,8,13
2299,ZTF19abpmetl,15881032,-4.48023960976708,,0,,0,1,9,0
2300,ZTF19abrcvzz,7331021,-7.51157996677272,19.556722957915852,-1,,0,0,51,62
2301,ZTF19abrcvzz,7331022,0.512319730141815,36.8180116873613,-1,,0,0,64,57
2302,ZTF19abrcvzz,17710301,-449.900996911785,,0,,0,1,17,0
2303,ZTF19abrcvzz,17710302,-170.115296741984,,0,,0,1,43,0
2304,ZTF19abovtfk,6760911,-15.4794880577672,0.128820603573096,-1,,0,0,465,175
2305,ZTF19abovtfk,6760912,4.802213924000235,18.336107034506,-1,,0,0,294,202
2306,ZTF19abovtfk,6760913,-1.70368979299037,0.5493582906307035,1,,0,0,33,56
2307,ZTF19abovtfk,17180211,15.253646053755249,42.20221851013535,-1,,0,0,4,6
2308,ZTF19abovtfk,17180212,10.5307519013719,-2.3617975840760197,1,,0,0,8,8
2309,ZTF19aathcvn,5351131,-5.51291822644557,7.77595204309626,-1,,0,0,41,84
2310,ZTF19aathcvn,5351132,-5.068123148041,-0.235301975037506,1,,0,0,67,113
2311,ZTF19aathcvn,5351133,1.80793951988903,5.9247519034469,1,,0,0,17,38
2312,ZTF19abgmxwn,2901311,-2.94437976156341,-32.2136820850615,-1,,0,0,25,45
2313,ZTF19abgmxwn,2901312,-19.2198928475017,-8.48501363964105,1,,0,0,11,19
2314,ZTF19abzsitm,2450931,0.0634497716459804,-15.46304213001665,1,,0,0,51,22
2315,ZTF19abzsitm,2450932,-8.65660385195668,4.5995910106999744,-1,,0,0,58,22
2316,ZTF19abzsitm,2461221,-6.59431937351082,8.674092266403935,-1,,0,0,47,18
2317,ZTF19abzsitm,2461222,2.22292176840799,9.35137217431404,1,,0,0,47,19
2318,ZTF19abzsitm,12870301,,-13.5061356308122,0,,1,0,0,15
2319,ZTF19aavlfvn,5300831,5.70612828844806,49.87726897937945,-1,,0,0,42,140
2320,ZTF19aavlfvn,5300832,39.7910237416783,115.92640975748449,-1,,0,0,36,214
2321,ZTF19aavlfvn,5300833,0.27898382405465005,18.6314403020743,1,,0,0,12,41
2322,ZTF19acgjnfz,8420501,3.96751116430797,-18.8592286279228,-1,,0,0,137,5
2323,ZTF19acgjnfz,8420502,-4.78933693162986,-10.912700221950761,1,,0,0,139,6
2324,ZTF19acgjnfz,8420503,3.43016943816731,29.7465040854764,-1,,0,0,23,5
2325,ZTF19acgjnfz,8430801,7.50881481403568,-3.448195218252707,1,,0,0,249,22
2326,ZTF19acgjnfz,8430802,13.70218513725045,-9.12577259202426,-1,,0,0,210,23
2327,ZTF19acgjnfz,8430803,-7.98087132193839,-2.40229235980138,1,,0,0,26,9
2328,ZTF19acgjnfz,18501502,-101.8393477303955,,0,,0,1,14,0
2329,ZTF19abgfrbl,5500821,5.83834128335901,0.342978559810059,-1,,0,0,55,140
2330,ZTF19abgfrbl,5500822,-4.37540979479587,-9.33018844451026,1,,0,0,53,202
2331,ZTF19abgfrbl,5500823,-5.08726727251182,-12.7865795620293,1,,0,0,25,42
2332,ZTF19abgfrbl,15451621,1.2584569399435799,,0,,0,1,22,0
2333,ZTF19abgfrbl,15451622,-3.497452753166225,,0,,0,1,22,0
2334,ZTF19abgfrbl,15451623,,,0,,1,1,0,2
2335,ZTF19abgfrbl,15951331,0.0249835530064537,,0,,0,1,21,0
2336,ZTF19abgfrbl,15951332,-6.53592567530505,,0,,0,1,28,0
2337,ZTF19aavbkly,6721531,4.87402506679188,1.75375790293561,1,,0,0,95,163
2338,ZTF19aavbkly,6721532,-11.363065955607901,-5.41059939157621,1,,0,0,108,281
2339,ZTF19aavbkly,6721533,-7.487809096081941,-3.0247700620401403,1,,0,0,10,48
2340,ZTF19aavbkly,17140731,7.58985040593798,45.86174625180015,1,,0,0,9,4
2341,ZTF19aavbkly,17140732,3.7608683313266953,18.62265295393664,1,,0,0,6,4
2342,ZTF19aceckht,7530231,-8.08707762998325,-11.8858461315478,1,,0,0,143,89
2343,ZTF19aceckht,7530232,-7.16797542814859,1.04519148651724,-1,,0,0,139,123
2344,ZTF19aceckht,7530233,8.811868169206356,13.161960077742,1,,0,0,22,25
2345,ZTF19aceckht,17520921,17.80178511722918,,0,,0,1,10,0
2346,ZTF19aceckht,17520922,7.637942554438984,,0,,0,1,14,0
2347,ZTF19aauqwna,7660121,1.50254188465452,-3.157720120443215,1,,0,0,371,132
2348,ZTF19aauqwna,7660122,-4.50625443633449,-20.2306732348901,-1,,0,0,717,113
2349,ZTF19aauqwna,7660123,-22.4536514104681,-26.58727456093535,1,,0,0,27,46
2350,ZTF19aauqwna,17661031,-36.9155675448501,-29.90192814579645,1,,0,0,15,14
2351,ZTF19aauqwna,17661032,-225.655813693088,,0,,0,1,35,0
2352,ZTF19abhbjge,3781311,3.3816732060299017,-64.9184958936302,-1,,0,0,26,49
2353,ZTF19abhbjge,3781312,4.551441537676235,-145.4441690192745,-1,,0,0,42,196
2354,ZTF19abtulak,7250511,9.33693724273226,19.8921335034884,-1,,0,0,477,101
2355,ZTF19abtulak,7250512,-10.4037348093154,-3.54618355437979,-1,,0,0,509,102
2356,ZTF19abtulak,7250513,0.3511863339447329,-9.12310624561049,-1,,0,0,38,53
2357,ZTF19abtulak,17241411,-36.8995561861203,,0,,0,1,13,2
2358,ZTF19abtulak,17241412,-7.058068151403555,,0,,0,1,20,0
2359,ZTF19aanhgqg,6751421,17.6176838411939,18.0520120650826,1,,0,0,70,156
2360,ZTF19aanhgqg,6751422,1.3381573443694,9.18722274037211,-1,,0,0,69,211
2361,ZTF19aanhgqg,6751423,-1.3791940001423624,14.617619965239601,1,,0,0,16,48
2362,ZTF19aanhgqg,17170731,-148.739230942758,-80.52421457295857,1,,0,0,5,6
2363,ZTF19abqmsnk,5840701,-6.472077666076014,1.10454126856799,1,,0,0,58,181
2364,ZTF19abqmsnk,5840702,5.68196019992324,1.38116774850146,1,,0,0,79,228
2365,ZTF19abqmsnk,5840703,-18.9748937056014,-6.15511232266281,-1,,0,0,33,45
2366,ZTF19abqmsnk,15791301,,,0,,1,1,0,0
2367,ZTF19abqmsnk,15801612,9.28184028196865,,0,,0,1,7,2
2368,ZTF19abctxhf,5500101,8.886128474847471,1.353755054034415,-1,,0,0,54,156
2369,ZTF19abctxhf,5500102,5.7631501095285955,5.294007480074895,1,,0,0,50,218
2370,ZTF19abctxhf,5500103,0.5177468441972934,7.74222130720542,1,,0,0,18,43
2371,ZTF19abctxhf,5510411,9.34751552756875,6.22220335220353,1,,0,0,93,117
2372,ZTF19abctxhf,5510412,-4.423672786823935,-2.953731056196075,1,,0,0,110,152
2373,ZTF19abctxhf,5510413,5.6047327055362395,8.41046417082651,1,,0,0,18,43
2374,ZTF19abctxhf,15450901,2.026107878020492,,0,,0,1,22,0
2375,ZTF19abctxhf,15450902,3.4464654672907846,,0,,0,1,24,0
2376,ZTF19abctxhf,15461211,5.148892834655415,,0,,0,1,22,0
2377,ZTF19abctxhf,15461212,-3.52609657308389,,0,,0,1,29,0
2378,ZTF19abctxhf,15461213,,-48.601083007516905,0,,1,0,0,4
2379,ZTF19acordoi,8650721,1.35036603602266,-8.69915530105143,-1,,0,0,259,114
2380,ZTF19acordoi,8650722,-29.2277900587245,-23.3183531245358,1,,0,0,280,114
2381,ZTF19acordoi,8650723,47.118868923102255,56.0099480481252,1,,0,0,44,55
2382,ZTF19acordoi,18761102,,,0,,1,1,0,2
2383,ZTF19acduqvr,6840211,-3.095196895692345,-4.72799023927713,1,,0,0,468,88
2384,ZTF19acduqvr,6840212,1.70653910448948,-13.7737347748019,-1,,0,0,739,81
2385,ZTF19acduqvr,6840213,-5.8967084773556,-1.5749825594247475,1,,0,0,43,34
2386,ZTF19acduqvr,16821101,-2.9758192208588152,-12.1756025867574,1,,0,0,18,15
2387,ZTF19acduqvr,16821102,-2.32767803158294,-20.076935907371727,1,,0,0,25,6
2388,ZTF19aafnfyc,6290221,22.3592310377646,12.4912600883009,-1,,0,0,32,213
2389,ZTF19aafnfyc,6290222,-5.79566724963362,-2.23741430530693,1,,0,0,35,286
2390,ZTF19aafnfyc,6290223,-8.26836910679945,5.11924960883985,1,,0,0,11,69
2391,ZTF19acvrjzd,8411531,-7.493813312725646,-7.23756405143615,1,long rise,0,0,124,45
2392,ZTF19acvrjzd,8411532,2.35347482533076,-3.59847506610534,1,,0,0,134,53
2393,ZTF19acvrjzd,18700802,-433.779164318445,,0,,0,1,12,0
2394,ZTF19aavnwyt,7871331,2.05522062303668,9.48209328639605,1,,0,0,106,35
2395,ZTF19aavnwyt,7871332,-1.464706247937545,0.605007141340066,1,,0,0,302,41
2396,ZTF19aavnwyt,7871333,-14.5063945510415,-9.14858924509179,1,,0,0,11,9
2397,ZTF19aavnwyt,7881621,7.4666090586612,4.1613535967854,1,,0,0,101,129
2398,ZTF19aavnwyt,7881622,11.65428948491425,13.4829198534259,1,,0,0,106,149
2399,ZTF19aavnwyt,7881623,-7.97774451691349,16.009710144474,-1,,0,0,13,44
2400,ZTF19aavnwyt,18220611,-1.7074153609197005,-14.5205270055692,1,,0,0,4,3
2401,ZTF19aavnwyt,18220612,-12.2343764481137,,0,,0,1,10,0
2402,ZTF19aanuipr,7650711,2.0598730868909,-6.64735286647792,-1,,0,0,419,123
2403,ZTF19aanuipr,7650712,-12.3193272740227,-25.8457837966802,-1,,0,0,663,122
2404,ZTF19aanuipr,7650713,2.48945256663002,0.34187720335569094,1,,0,0,29,44
2405,ZTF19aanuipr,17651601,-22.2157871419187,-49.2444297182808,1,,0,0,9,14
2406,ZTF19aanuipr,17651602,-58.9868545908591,,0,,0,1,29,0
2407,ZTF19aakpfax,8240931,-3.22159040194138,5.62520484137867,-1,,0,0,339,376
2408,ZTF19aakpfax,8240932,4.9348028637717505,27.7581210972395,-1,,0,0,352,367
2409,ZTF19aakpfax,8240933,4.5028900545132,15.99960801070975,1,,0,0,21,92
2410,ZTF19aakpfax,8251221,20.7933733980854,12.3138582582623,-1,,0,0,383,568
2411,ZTF19aakpfax,8251222,4.85300971322112,-5.84376604905704,-1,,0,0,371,557
2412,ZTF19aakpfax,8251223,-14.5875437933874,-15.12774917398045,1,,0,0,26,96
2413,ZTF19acukucu,5540711,-5.31269963111144,-32.798312283413196,-1,,0,0,137,70
2414,ZTF19acukucu,5540712,-3.625701778438715,-16.9055433961176,-1,,0,0,144,103
2415,ZTF19acukucu,5540713,,-24.90820544995195,0,,1,0,0,30
2416,ZTF19acukucu,15491501,16.5991272113468,,0,,0,1,29,0
2417,ZTF19acukucu,15491502,-2.20195099171995,,0,,0,1,25,0
2418,ZTF19aayfaum,7630921,-5.715715990278455,-12.3274841907193,-1,,0,0,392,68
2419,ZTF19aayfaum,7630922,0.6251208021645095,-19.4867934256387,-1,,0,0,432,62
2420,ZTF19aayfaum,7630923,-11.301067791071429,-5.47776303014615,1,,0,0,30,34
2421,ZTF19abzhzet,7610211,-13.67332924938675,-20.507377223985003,-1,,0,0,404,198
2422,ZTF19abzhzet,7610212,-5.25155562523739,3.0625409025183448,-1,,0,0,419,194
2423,ZTF19abzhzet,7610213,-3.95642804013032,-13.4251434551883,-1,,0,0,31,56
2424,ZTF19abzhzet,17611202,-1.1870295862950044,,0,,0,1,34,2
2425,ZTF19abakdjd,7230911,16.7650147021722,-3.3900082138893604,-1,,0,0,353,314
2426,ZTF19abakdjd,7230912,-8.7800103610254,-31.3733925709307,-1,,0,0,135,68
2427,ZTF19abakdjd,7230913,2.15405743518444,-24.1532196963026,-1,,0,0,25,54
2428,ZTF19abakdjd,7241212,-17.3526483821838,-39.23834842483255,1,,0,0,82,4
2429,ZTF19abakdjd,17620301,-18.49419074974267,-31.6202843777008,1,,0,0,4,7
2430,ZTF19abakdjd,17620302,-37.3628230740045,,0,,0,1,17,0
2431,ZTF19abaejrh,5990111,0.6063989440501315,-1.4800533296004,1,,0,0,106,249
2432,ZTF19abaejrh,5990112,4.41032360848262,-14.4993404967339,-1,,0,0,121,298
2433,ZTF19abaejrh,5990113,-3.59344295685435,-5.66956405115438,1,,0,0,19,48
2434,ZTF19abaejrh,15950911,3.94622087280296,,0,,0,1,19,0
2435,ZTF19abaejrh,15950912,-4.04026083093317,,0,,0,1,27,0
2436,ZTF19abxiqqm,8331321,-3.6503937701766,-8.19159233985169,1,,0,0,130,83
2437,ZTF19abxiqqm,8331322,7.32135744722314,6.092793671034199,1,,0,0,141,80
2438,ZTF19abxiqqm,18630601,-323.843318704814,,0,,0,1,3,0
2439,ZTF19abxiqqm,18630602,-346.794931227906,,0,,0,1,8,0
2440,ZTF19acokufi,5170611,8.70925489335898,8.083047470025065,1,,0,0,35,32
2441,ZTF19acokufi,5170612,-3.3354475785852697,-5.58786432572912,1,,0,0,56,63
2442,ZTF19acokufi,5170613,,6.2494580805914,0,,1,0,0,11
2443,ZTF19acokufi,15111301,,,0,,1,1,0,0
2444,ZTF19acokufi,15111302,-2.497379249934705,,0,,0,1,10,0
2445,ZTF19aapbfot,6321521,-2.99012649746668,-4.31348046282457,1,,0,0,37,204
2446,ZTF19aapbfot,6321522,7.13963455350857,-8.76517868330208,-1,,0,0,38,263
2447,ZTF19aapbfot,6321523,-1.30149007724098,-1.0001023174322106,1,,0,0,24,72
2448,ZTF19aapbfot,16760631,-102.707520805569,,0,,0,1,5,0
2449,ZTF19aaejtof,5841411,-5.97909975558712,5.0563204147732,-1,long decline,0,0,39,254
2450,ZTF19aaejtof,5841412,0.425897946096293,13.96461340128305,-1,long decline,0,0,41,330
2451,ZTF19aaejtof,5841413,-1.2055704660090631,11.2202247983092,-1,,0,0,24,79
2452,ZTF19aaejtof,6330431,-2.4410465996747,-7.87468779947027,-1,,0,0,269,305
2453,ZTF19aaejtof,6330432,3.40060927107855,-1.4639452115952198,-1,,0,0,258,342
2454,ZTF19aaejtof,6330433,-2.82724750255521,-22.9655262541026,-1,,0,0,19,91
2455,ZTF19aacilht,4731131,6.717758209547695,12.17019906646005,1,,0,0,30,158
2456,ZTF19aacilht,4731132,-37.0428176775374,-48.434947603917,1,,0,0,41,177
2457,ZTF19aceqvhl,7090901,-0.481542796600386,-15.018699261002,-1,,0,0,81,169
2458,ZTF19aceqvhl,7090902,-11.2220243773298,-4.16963029745589,1,,0,0,113,266
2459,ZTF19aceqvhl,7090903,,-20.713799388032,0,,1,0,0,36
2460,ZTF19aceqvhl,7101211,-20.0748257970106,-9.91163615374964,-1,,0,0,78,113
2461,ZTF19aceqvhl,7101212,-1.452341350301644,56.21677437990844,-1,,0,0,84,172
2462,ZTF19aceqvhl,7101213,,-12.515199461326599,0,,1,0,2,34
2463,ZTF19aceqvhl,17490301,15.64978701721835,-38.841909972798504,-1,,0,0,14,6
2464,ZTF19aceqvhl,17490302,-17.9101075727471,,0,,0,1,17,0
2465,ZTF19aawfbtg,6450831,7.1586878213289,3.04075277270429,1,,0,0,55,193
2466,ZTF19aawfbtg,6450832,-0.7175661514155804,-4.10331186734604,1,,0,0,64,285
2467,ZTF19aawfbtg,6450833,1.1079782861431,-4.88708276682927,1,,0,0,31,45
2468,ZTF19aawfbtg,16421631,-333.502667270961,,0,,0,1,21,0
2469,ZTF19aawfbtg,16421632,-352.650144084395,,0,,0,1,31,0
2470,ZTF19acbiwjk,7970121,-6.70428712578896,-10.2142159258827,1,,0,0,575,117
2471,ZTF19acbiwjk,7970122,7.348527223782741,4.20233712042343,1,,0,0,564,108
2472,ZTF19acbiwjk,7970123,2.01175659828098,-2.424851919836305,1,,0,0,45,50
2473,ZTF19acbiwjk,18001032,-5.31864418904644,,0,,0,1,43,0
2474,ZTF19aaklbok,7070801,-19.3964955407766,-35.3670632603228,-1,,0,0,47,239
2475,ZTF19aaklbok,7070802,3.84343305826536,-28.127105148827752,-1,,0,0,41,354
2476,ZTF19aaklbok,7070803,,-33.739527580804,0,,1,0,0,39
2477,ZTF19aaklbok,17051511,-2.4521279346376996,,0,,0,1,4,0
2478,ZTF19aaklbok,17051512,-161.290900052552,,0,,0,1,5,0
2479,ZTF19aawsday,6001031,4.9894478568429,-24.8819859503258,-1,,0,0,51,46
2480,ZTF19aawsday,6001032,-6.9609299518724095,-16.2467057173902,1,,0,0,60,105
2481,ZTF19aawsday,6001033,-12.2501922864981,-33.9445421249739,1,,0,0,27,7
2482,ZTF19aawsday,16450201,-83.5331982854248,,0,,0,1,27,0
2483,ZTF19aawsday,16450202,-96.3154284872813,,0,,0,1,43,0
2484,ZTF19aclofmz,7390221,3.70284875986055,-24.720151842650452,-1,,0,0,74,36
2485,ZTF19aclofmz,7390222,19.60237791129445,35.2952952225735,1,,0,0,112,3
2486,ZTF19aclofmz,17381231,12.25805922687125,,0,,0,1,24,0
2487,ZTF19aclofmz,17381232,-9.14179057741761,,0,,0,1,31,0
2488,ZTF19aauxxgk,8660731,-3.9224508342449846,-3.58059996445889,1,,0,0,52,97
2489,ZTF19aauxxgk,8660732,13.7028897417309,7.14908836184721,1,,0,0,53,94
2490,ZTF19aauxxgk,18771431,,1.1015757251408846,0,,1,0,0,12
2491,ZTF19aauxxgk,18771432,-202.624731226682,-192.047937101457,1,,0,0,5,17
2492,ZTF19abeloei,8641531,11.8414238717178,15.3482664075941,1,,0,0,215,120
2493,ZTF19abeloei,8641532,-14.2997327155456,-8.04527299902547,1,,0,0,187,123
2494,ZTF19abeloei,8641533,0.41889685033340496,0.6907920175721165,1,long decline,0,0,22,60
2495,ZTF19aatnfvj,5820321,-22.5182820547979,-21.8109219601972,1,,0,0,39,196
2496,ZTF19aatnfvj,5820322,18.35494699395935,38.3303039944218,-1,,0,0,44,270
2497,ZTF19aatnfvj,5820323,-75.658942334754,-7.288332485451585,-1,,0,0,19,60
2498,ZTF19abotfag,3381301,-0.9697948528854351,9.286917176662785,1,,0,0,28,58
2499,ZTF19abotfag,3381302,-5.348322110355355,0.275955794097376,-1,,0,0,56,356
2500,ZTF19abotfag,3391611,1.3646122219761052,-13.337064891932599,1,,0,0,26,62
2501,ZTF19abotfag,3391612,0.797440595835354,15.1383507965223,-1,,0,0,52,207
2502,ZTF19abotfag,3391613,,-21.1470999148475,0,,1,0,0,3
2503,ZTF19abwsxug,6520301,2.38025062028961,5.34499013796419,1,,0,0,101,77
2504,ZTF19abwsxug,6520302,-2.97419315859816,-3.32832656505089,1,,0,0,125,136
2505,ZTF19abwsxug,6520303,,-55.5149445606323,0,,1,0,0,27
2506,ZTF19abwsxug,16491021,-181.2573207668675,,0,,0,1,18,0
2507,ZTF19abwsxug,16491022,-363.75901512681753,,0,,0,1,30,0
2508,ZTF19abwouqp,5990631,2.3770960801231054,-5.14719950828064,-1,,0,0,110,83
2509,ZTF19abwouqp,5990632,-6.172198820612885,-3.495260266334995,1,,0,0,132,146
2510,ZTF19abwouqp,5990633,2.5991824537374253,-14.7734831973216,-1,,0,0,22,39
2511,ZTF19abwouqp,15951421,-1.1508740776091249,,0,,0,1,22,0
2512,ZTF19abwouqp,15951422,0.09599545131818804,,0,,0,1,28,0
2513,ZTF19abcejsg,3971621,11.1349180388856,17.6148611741444,-1,,0,0,83,111
2514,ZTF19abcejsg,3971622,-4.81671960754034,3.87572898352236,-1,,0,0,107,132
2515,ZTF19abcejsg,14410621,-131.740339489529,-110.27134118649,-1,,0,0,7,21
2516,ZTF19abcejsg,14410622,-215.188377217156,-199.71836618465,1,,0,0,11,10
2517,ZTF19abornyn,6350131,13.78724133785445,11.4864617050867,1,,0,0,420,259
2518,ZTF19abornyn,6350132,3.426333145225235,-1.52725309117796,-1,,0,0,402,265
2519,ZTF19abornyn,6350133,-1.9748112739085144,-16.7627009888853,-1,,0,0,26,40
2520,ZTF19abornyn,16321031,-62.1033365217747,-53.579726785237256,1,,0,0,5,4
2521,ZTF19abornyn,16321032,-5.04394742235622,-24.0943530392855,1,,0,0,4,18
2522,ZTF19aailepg,6700431,-4.52695808019642,-15.3736518092581,-1,,0,0,69,113
2523,ZTF19aailepg,6700432,-5.599408381931335,-6.15109389538997,1,,0,0,76,178
2524,ZTF19aailepg,6700433,-33.09263160492725,-58.4108726999023,-1,,0,0,6,41
2525,ZTF19aailepg,16671021,,-432.69350654089146,0,,1,0,0,4
2526,ZTF19aailepg,16671022,,-152.853584513236,0,,1,0,2,8
2527,ZTF19abiahik,4901501,-2.6026710073086,0.749830929049412,1,,0,0,41,65
2528,ZTF19abiahik,4901502,-1.1480986577629015,1.61240995012603,1,,0,0,88,223
2529,ZTF19abiahik,5410121,-0.6769612972801357,3.7933651339148753,1,,0,0,46,68
2530,ZTF19abiahik,5410122,13.740042399993,16.32895513723345,1,,0,0,244,104
2531,ZTF19abmzord,4430511,-5.070474331237801,1.2654459300171785,1,,0,0,50,94
2532,ZTF19abmzord,4430512,20.4232687471155,-9.231901802183454,-1,,0,0,59,260
2533,ZTF19abmzord,4430513,-53.591370382218,-63.666822837860096,1,,0,0,12,30
2534,ZTF19abmzord,14371401,,20.8303693203758,0,,1,0,0,24
2535,ZTF19abmzord,14371402,,3.81918875764639,0,,1,0,0,24
2536,ZTF19acgfowd,3390431,-3.51057736915752,0.515878589861394,1,,0,0,39,39
2537,ZTF19acgfowd,3390432,-4.030031440287836,-1.28857113785546,1,,0,0,56,185
2538,ZTF19aaxqsbn,8621501,-13.23483658266735,3.88800190916005,-1,,0,0,90,79
2539,ZTF19aaxqsbn,8621502,-15.38034271328865,12.5993081741669,-1,,0,0,56,75
2540,ZTF19aaxqsbn,8621503,-24.30568469451785,-34.6032003468317,1,,0,0,16,53
2541,ZTF19aaxqsbn,8740421,,-371.8098347050005,0,,1,0,0,90
2542,ZTF19aaxqsbn,8740422,,-646.97208549626,0,,1,0,0,79
2543,ZTF19aaxqsbn,8740423,,59.234126455783354,0,long decline,1,0,0,24
2544,ZTF19abzqywg,2511421,-2.886475720576935,-5.15757248236703,1,,0,0,50,46
2545,ZTF19abzqywg,2511422,-8.3001029673094,34.41006748712565,-1,,0,0,37,42
2546,ZTF19abqykei,3540611,-19.6766133427753,-23.3972541663529,1,,0,0,61,77
2547,ZTF19abqykei,3540612,-4.890743016424516,3.7830403717998498,1,,0,0,66,74
2548,ZTF19abqykei,3540613,,-12.048364247565,0,,1,0,0,11
2549,ZTF19abqykei,13461401,,,0,,1,1,2,0
2550,ZTF19abqykei,13461402,,,0,,1,1,2,0
2551,ZTF19acrenwk,5051011,-7.869105003181485,16.4742499695531,-1,,0,0,48,37
2552,ZTF19acrenwk,5051012,-7.73787901374954,-15.0518358185648,1,,0,0,59,43
2553,ZTF19abiszzn,6780701,-0.11029961279292655,4.48124835546781,-1,,0,0,316,131
2554,ZTF19abiszzn,6780702,-2.81148831115603,4.87522563846339,-1,,0,0,362,161
2555,ZTF19abiszzn,6780703,10.7439966222943,-1.94683209729933,-1,,0,0,27,52
2556,ZTF19abiszzn,16761631,-20.7538427459233,,0,,0,1,8,0
2557,ZTF19abiszzn,16761632,8.836220321562076,,0,,0,1,6,0
2558,ZTF19abxtcio,6500601,-6.127440768219746,-2.72586575185043,1,,0,0,52,19
2559,ZTF19abxtcio,6500602,-7.22983307786408,2.47991562004312,-1,,0,0,69,117
2560,ZTF19abxtcio,6500603,4.53707303840637,22.1492667953263,-1,,0,0,25,31
2561,ZTF19aaypehm,6321511,3.80946488771544,-2.8619829639791297,1,,0,0,45,182
2562,ZTF19aaypehm,6321512,-0.911517972426922,-3.820456093454415,1,,0,0,45,244
2563,ZTF19aaypehm,6321513,7.57926023616634,-12.430354340871201,-1,,0,0,25,66
2564,ZTF19aaypehm,16760601,-151.163866396736,,0,,0,1,6,0
2565,ZTF19aaypehm,16760602,,,0,,1,1,2,0
2566,ZTF19aakiyed,8220501,-5.453087387783985,-19.98178822034205,-1,,0,0,204,354
2567,ZTF19aakiyed,8220502,-11.6249924692001,-26.699068208455202,-1,,0,0,217,330
2568,ZTF19aakiyed,8220503,-4.39425420962111,-12.59145063100205,1,,0,0,23,74
2569,ZTF19aakiyed,8230811,5.60057732226992,12.025028992687549,-1,,0,0,256,398
2570,ZTF19aakiyed,8230812,8.00685298981969,29.7633333607339,-1,,0,0,265,379
2571,ZTF19aakiyed,8230813,6.31298778949675,8.72612268736842,1,,0,0,23,77
2572,ZTF19aailsge,7170201,23.7583436348175,24.23073640914055,1,,0,0,145,242
2573,ZTF19aailsge,7170202,-6.490929355136576,1.94222405544631,-1,,0,0,154,279
2574,ZTF19aailsge,7170203,-5.090496064691057,-12.2064654958881,1,,0,0,14,67
2575,ZTF19aadooun,7560731,0.42925737263578745,6.26555833502885,-1,,0,0,140,159
2576,ZTF19aadooun,7560732,-6.78920326912368,-1.5017369698277276,1,,0,0,141,178
2577,ZTF19aadooun,7560733,-10.109209946435,-13.603637349961051,1,,0,0,12,40
2578,ZTF19aadooun,17551431,,,0,,1,1,2,0
2579,ZTF19aadooun,17551432,,1.89106732134975,0,,1,0,2,3
2580,ZTF19abvgnxg,6970621,-16.1489191589075,-61.739957737816056,-1,,0,0,55,62
2581,ZTF19abvgnxg,6970622,-13.4805202359472,-33.5290997342512,-1,,0,0,75,139
2582,ZTF19abvgnxg,6970623,-0.581219838554298,-53.5688544277786,-1,,0,0,21,49
2583,ZTF19abvgnxg,16951422,,,0,,1,1,0,0
2584,ZTF19acnzkph,4480831,2.41608198377249,-3.41528671300079,-1,,0,0,96,18
2585,ZTF19acnzkph,4480832,-12.52379132110595,3.253651116524295,1,,0,0,106,24
2586,ZTF19acnzkph,4480833,-10.440415359745485,-28.91142087624525,1,,0,0,18,8
2587,ZTF19abxihut,4450801,-6.41363999958058,-17.676888106030198,-1,,0,0,39,78
2588,ZTF19abxihut,4450802,-2.01215081257196,-13.594955823180701,1,,0,0,51,86
2589,ZTF19abxihut,4450803,-12.821211758087749,-36.2094901657118,-1,,0,0,18,27
2590,ZTF19abxihut,14391601,,10.652442307156944,0,,1,0,0,6
2591,ZTF19abxihut,14391602,-29.2505282309419,-45.042144461134,1,,0,0,4,6
2592,ZTF19acmbekd,6160821,-8.743565125473415,-14.2148672484659,1,,0,0,44,19
2593,ZTF19acmbekd,6160822,11.4017652101473,-0.396722262053369,-1,,0,0,131,93
